,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA,MW,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,DC,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
72,A,1.0,0.0,3.0,20.0,2.0,11.0,17.0,13.0,1.0,8.0,1.0,3.0,0.0,0.0,13.0,3.5,1.57,12.0,3.6,1.55,8.5,3.5,1.55,11.0,3.3,1.53,12.0,3.5,1.55,8.0,L,L,D,D,L,W,W,L,D,W,0,0,0,0,0,0,0,0,0,-0.75,-0.5,-0.625,-0.25,3.0
73,A,0.0,1.0,19.0,18.0,5.0,6.0,8.0,8.0,9.0,9.0,0.0,1.0,0.0,0.0,1.61,5.5,1.22,1.6,5.5,1.2,1.6,4.3,1.27,1.57,5.0,1.2,1.55,6.0,1.2,8.0,W,W,L,W,D,W,D,W,D,W,0,0,0,0,0,1,1,0,0,-0.125,1.125,-1.75,-1.125,4.0
74,H,0.0,0.0,8.0,5.0,4.0,4.0,14.0,10.0,6.0,2.0,2.0,0.0,0.0,0.0,3.4,3.3,4.33,3.35,3.5,4.8,3.2,3.2,4.0,3.1,3.25,4.2,3.3,3.25,4.5,8.0,L,L,L,L,D,L,W,L,W,L,0,0,0,0,0,0,0,1,1,0.125,-1.125,1.375,0.875,4.0
75,H,0.0,1.0,16.0,11.0,9.0,2.0,11.0,9.0,4.0,7.0,0.0,2.0,0.0,0.0,2.6,3.4,1.72,2.9,3.55,1.6,2.6,3.2,1.75,2.6,3.0,1.83,2.6,3.25,1.75,8.0,W,W,W,W,D,D,W,W,W,W,0,0,0,0,0,0,0,0,0,-0.125,0.25,0.25,0.0,12.0
76,H,1.0,1.0,18.0,11.0,6.0,2.0,8.0,9.0,9.0,7.0,1.0,2.0,0.0,0.0,1.22,3.4,1.72,1.2,3.55,1.6,1.27,3.2,1.75,1.2,3.0,1.83,1.2,3.25,1.75,8.0,W,W,W,W,W,D,W,W,W,W,0,1,1,0,0,0,0,0,0,1.125,0.25,1.25,0.25,-5.0
77,H,0.0,1.0,19.0,10.0,5.0,10.0,8.0,15.0,9.0,1.0,0.0,3.0,0.0,0.0,1.61,4.33,13.0,1.6,5.0,10.0,1.6,4.0,7.5,1.57,3.75,9.0,1.55,5.0,12.0,8.0,W,W,L,L,D,D,D,L,D,D,0,0,0,0,0,0,0,0,0,-0.125,-0.25,-0.125,0.125,-10.0
78,D,0.0,0.0,20.0,6.0,11.0,4.0,13.0,6.0,8.0,3.0,3.0,2.0,0.0,0.0,1.57,3.4,5.0,1.55,3.55,5.15,1.55,3.2,4.0,1.53,3.0,4.0,1.55,3.25,5.0,8.0,L,L,D,D,W,W,L,L,W,D,0,0,0,0,0,0,0,0,0,-0.5,-0.25,0.625,0.25,-9.0
79,A,1.0,3.0,4.0,11.0,2.0,7.0,21.0,11.0,2.0,9.0,2.0,1.0,0.0,0.0,6.5,3.6,1.66,5.6,3.55,1.6,4.8,3.2,1.7,6.0,3.3,1.57,6.5,3.6,1.6,8.0,W,W,D,L,L,D,L,D,L,W,0,0,0,1,0,0,0,0,0,-0.5,0.25,-1.5,-0.5,15.0
80,H,0.0,0.0,13.0,8.0,7.0,4.0,17.0,9.0,6.0,8.0,2.0,2.0,0.0,0.0,2.75,3.4,6.0,2.8,3.55,5.15,2.8,3.4,4.6,2.62,3.3,5.5,2.7,3.5,5.5,9.0,W,L,W,L,D,L,D,L,L,L,0,0,0,0,0,0,0,1,1,-0.1111111111111111,-1.4444444444444444,1.5555555555555556,0.8888888888888888,5.0
81,H,0.0,1.0,6.0,14.0,3.0,10.0,17.0,10.0,1.0,6.0,0.0,2.0,0.0,0.0,4.5,3.4,1.61,4.0,3.6,1.55,3.6,3.5,1.55,4.5,3.4,1.5,5.0,3.75,1.5,9.0,L,L,L,W,D,D,L,W,L,L,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.2222222222222222,-0.8888888888888888,-0.6666666666666666,15.0
82,H,1.0,0.0,12.0,6.0,6.0,3.0,15.0,12.0,6.0,4.0,2.0,2.0,1.0,0.0,2.6,3.25,2.4,2.9,3.2,2.3,2.5,3.0,2.4,2.62,3.1,2.37,2.65,3.25,2.35,9.0,W,D,W,W,W,W,D,D,W,L,0,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.1111111111111111,1.1111111111111112,0.5555555555555556,4.0
83,A,0.0,0.0,2.0,13.0,2.0,6.0,17.0,17.0,4.0,6.0,1.0,4.0,1.0,0.0,9.5,3.25,2.1,8.0,3.25,2.15,7.0,3.0,2.2,8.5,3.0,2.1,9.0,3.25,2.1,9.0,L,L,D,L,D,D,L,L,W,W,0,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.4444444444444444,-0.3333333333333333,0.1111111111111111,2.0
84,H,0.0,0.0,14.0,6.0,5.0,3.0,16.0,13.0,4.0,3.0,1.0,0.0,0.0,0.0,1.83,3.25,4.0,1.65,3.25,3.4,1.75,3.1,3.5,1.72,2.87,4.0,1.8,3.25,4.35,9.0,W,L,L,D,L,D,D,W,W,W,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.7777777777777778,0.2222222222222222,-0.1111111111111111,-10.0
85,D,0.0,2.0,14.0,11.0,3.0,6.0,19.0,20.0,6.0,3.0,2.0,2.0,0.0,0.0,1.83,3.6,5.0,1.6,3.55,5.15,1.75,3.2,4.6,1.72,3.3,5.5,1.73,3.6,5.5,9.0,D,L,L,L,W,L,L,D,W,W,0,0,0,0,0,0,0,0,0,0.7777777777777778,-0.1111111111111111,1.4444444444444444,0.3333333333333333,-2.0
86,H,1.0,0.0,14.0,14.0,10.0,5.0,10.0,16.0,6.0,4.0,2.0,1.0,0.0,0.0,1.61,3.3,1.83,1.55,3.5,1.65,1.55,3.2,1.75,1.5,3.25,1.72,1.5,3.25,1.8,9.0,L,W,W,L,D,L,W,D,L,W,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,-0.1111111111111111,0.0,-6.0
87,A,0.0,1.0,13.0,12.0,6.0,6.0,17.0,15.0,6.0,6.0,4.0,2.0,0.0,1.0,2.1,3.25,2.6,2.15,3.2,2.9,2.2,3.0,2.5,2.1,2.9,2.62,2.1,3.25,2.65,9.0,L,W,L,W,D,W,L,D,W,W,0,0,0,0,0,0,0,0,0,-0.4444444444444444,-0.2222222222222222,-1.1111111111111112,-1.0,-8.0
88,H,0.0,0.0,20.0,2.0,11.0,2.0,15.0,17.0,11.0,4.0,2.0,1.0,0.0,1.0,1.8,4.5,9.5,1.8,4.8,8.0,1.85,4.0,7.0,1.72,4.33,8.5,1.7,4.5,9.0,9.0,W,L,W,D,L,D,D,L,L,W,0,0,0,0,0,0,0,0,0,-0.1111111111111111,-0.3333333333333333,0.5555555555555556,0.2222222222222222,3.0
89,H,2.0,0.0,11.0,14.0,6.0,6.0,20.0,14.0,3.0,8.0,2.0,2.0,0.0,0.0,5.0,3.2,2.1,5.15,3.15,1.95,4.6,3.0,2.2,5.5,3.0,2.1,5.5,3.25,2.0,9.0,L,L,L,W,L,L,D,D,W,D,0,0,0,0,0,0,0,0,0,-0.1111111111111111,-0.1111111111111111,-0.7777777777777778,-0.1111111111111111,8.0
90,D,1.0,0.0,13.0,7.0,9.0,5.0,15.0,13.0,7.0,5.0,2.0,0.0,0.0,0.0,1.61,3.4,1.61,1.55,3.55,1.6,1.55,3.4,1.6,1.5,3.3,1.57,1.5,3.5,1.6,10.0,D,W,W,W,W,W,L,D,D,D,0,0,0,0,0,0,0,0,0,0.1,0.0,-0.1,-0.3,-6.0
91,A,0.0,0.0,9.0,11.0,4.0,7.0,12.0,15.0,3.0,5.0,3.0,3.0,0.0,0.0,4.5,3.25,2.6,4.8,3.2,2.35,4.2,3.0,2.5,5.0,3.1,2.4,5.5,3.25,2.5,10.0,D,W,D,D,L,L,D,W,W,L,0,0,0,0,0,0,0,0,0,-0.3,0.8,-1.2,-0.1,5.0
92,H,1.0,1.0,4.0,5.0,2.0,4.0,17.0,23.0,3.0,3.0,2.0,1.0,1.0,0.0,13.0,3.4,6.0,12.0,3.6,5.6,8.0,3.5,5.6,10.0,3.4,6.0,12.0,3.75,6.5,10.0,L,W,L,L,W,L,W,D,D,L,0,0,0,0,0,0,0,0,0,0.0,0.2,0.9,0.3,-11.0
93,D,1.0,0.0,4.0,17.0,4.0,8.0,14.0,10.0,3.0,5.0,2.0,2.0,0.0,0.0,9.0,4.5,1.28,8.0,5.5,1.2,7.5,4.2,1.3,8.5,4.5,1.25,8.5,5.5,1.22,10.0,D,W,L,W,L,W,L,W,L,W,0,0,0,1,0,1,1,0,0,-1.2,1.4,-2.1,-1.4,3.0
94,H,0.0,0.0,11.0,11.0,7.0,6.0,20.0,12.0,5.0,4.0,3.0,3.0,0.0,0.0,2.6,3.6,7.5,2.25,3.55,5.45,2.5,3.5,5.6,2.5,3.6,7.5,2.5,3.8,7.5,10.0,L,L,D,D,W,W,W,D,D,L,0,0,0,0,0,0,0,0,0,-0.2,-0.4,0.7,0.3,-4.0
95,H,0.0,0.0,15.0,14.0,8.0,7.0,11.0,12.0,4.0,6.0,1.0,2.0,0.0,0.0,2.37,3.3,1.72,2.25,3.5,1.65,2.3,3.2,1.7,2.2,3.1,1.66,2.3,3.25,1.65,10.0,W,D,L,W,D,L,D,D,W,W,0,0,0,0,0,0,0,0,0,0.7,-0.5,0.3,0.0,11.0
96,A,0.0,1.0,8.0,4.0,5.0,4.0,13.0,14.0,11.0,3.0,2.0,2.0,0.0,0.0,2.37,4.33,9.0,2.35,4.8,8.0,2.4,4.2,7.5,2.37,4.2,8.5,2.35,4.35,8.5,10.0,L,D,L,L,D,L,D,L,L,L,0,0,0,0,0,0,0,1,0,-0.5,-1.2,-0.1,0.1,8.0
97,A,0.0,1.0,11.0,4.0,7.0,2.0,15.0,17.0,5.0,3.0,3.0,2.0,0.0,1.0,2.6,4.5,13.0,2.35,5.5,12.0,2.5,4.2,8.0,2.4,4.5,10.0,2.5,5.5,12.0,10.0,W,L,D,L,L,W,W,W,L,D,0,0,0,0,0,0,0,0,0,0.8,0.0,0.2,0.0,5.0
98,H,0.0,0.0,17.0,4.0,8.0,1.0,10.0,22.0,5.0,2.0,2.0,3.0,0.0,1.0,1.28,3.4,6.0,1.2,3.6,5.0,1.3,3.5,5.0,1.25,3.3,5.5,1.22,3.5,6.0,10.0,W,L,W,W,W,W,W,L,W,D,0,1,1,0,0,0,0,0,0,1.4,0.1,1.4,0.8,-14.0
99,H,1.0,0.0,17.0,15.0,9.0,8.0,15.0,11.0,10.0,4.0,2.0,1.0,0.0,0.0,1.57,3.25,2.37,1.65,3.2,2.25,1.65,3.0,2.3,1.5,3.2,2.2,1.55,3.25,2.3,10.0,W,W,L,L,W,D,L,D,D,W,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,-0.1,-13.0
100,H,0.0,0.0,19.0,13.0,9.0,8.0,9.0,22.0,7.0,6.0,2.0,4.0,0.0,0.0,2.87,3.3,1.8,2.9,3.2,1.85,2.7,3.1,1.85,2.8,3.2,1.72,2.9,3.25,1.73,11.0,L,L,D,D,W,W,L,W,D,L,0,0,0,0,0,0,0,0,0,-0.45454545454545453,-0.18181818181818182,-0.5454545454545454,-0.18181818181818182,4.0
101,A,2.0,1.0,10.0,15.0,5.0,6.0,13.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0,5.5,3.25,2.6,4.8,3.2,2.75,4.4,3.0,2.5,5.5,3.1,2.6,5.5,3.25,2.65,11.0,L,L,L,D,D,D,W,L,D,D,0,0,0,0,0,0,0,0,0,-0.2727272727272727,-0.36363636363636365,-0.45454545454545453,0.18181818181818182,2.0
102,D,0.0,0.0,9.0,10.0,7.0,7.0,12.0,13.0,8.0,1.0,3.0,2.0,0.0,0.0,6.0,3.1,2.5,5.8,3.1,2.6,5.4,3.0,2.4,6.0,2.9,2.4,6.5,3.2,2.4,11.0,D,D,W,W,W,L,W,W,D,D,0,0,0,0,0,0,0,0,0,0.0,0.09090909090909091,0.0,0.2727272727272727,7.0
103,H,0.0,1.0,12.0,6.0,6.0,3.0,11.0,9.0,6.0,3.0,1.0,0.0,0.0,0.0,2.1,3.2,3.5,1.95,3.15,3.75,1.9,3.0,3.1,1.9,3.0,3.2,2.0,3.25,3.6,11.0,W,W,W,D,W,L,W,L,W,L,0,1,1,0,0,0,0,1,0,-0.45454545454545453,0.18181818181818182,1.4545454545454546,1.0,5.0
104,A,0.0,2.0,2.0,12.0,1.0,9.0,16.0,12.0,1.0,5.0,2.0,2.0,0.0,0.0,5.0,3.4,1.66,5.0,3.5,1.65,4.2,3.3,1.65,4.5,3.1,1.61,5.0,3.4,1.65,11.0,L,W,W,L,L,D,L,W,D,W,0,0,0,0,0,0,0,0,0,-0.09090909090909091,0.09090909090909091,-0.6363636363636364,-0.5454545454545454,3.0
105,H,0.0,0.0,7.0,16.0,4.0,5.0,17.0,12.0,3.0,9.0,5.0,0.0,0.0,0.0,7.0,3.2,2.0,7.25,3.15,2.0,5.7,3.0,2.1,8.0,3.1,1.9,7.5,3.2,2.0,11.0,L,L,W,W,W,L,L,L,L,D,0,0,0,0,0,0,0,0,0,0.2727272727272727,-0.2727272727272727,1.0,0.18181818181818182,-2.0
106,H,0.0,2.0,10.0,10.0,7.0,5.0,13.0,13.0,1.0,3.0,2.0,2.0,0.0,0.0,2.5,3.4,5.5,2.6,3.5,4.8,2.4,3.3,4.4,2.4,3.1,5.5,2.4,3.4,5.5,11.0,D,L,W,L,L,D,W,W,D,D,0,0,0,0,0,0,0,0,0,0.09090909090909091,-0.2727272727272727,1.3636363636363635,0.2727272727272727,-16.0
107,A,0.0,0.0,16.0,10.0,5.0,6.0,12.0,11.0,9.0,5.0,0.0,2.0,0.0,0.0,2.0,3.25,2.2,2.0,3.1,2.2,2.1,3.0,2.2,1.9,2.87,2.25,2.0,3.2,2.3,11.0,L,W,W,W,L,L,L,W,D,L,0,0,0,0,0,0,0,0,0,-0.2727272727272727,0.0,-0.9090909090909091,-0.45454545454545453,5.0
108,H,0.0,0.0,11.0,7.0,5.0,4.0,22.0,11.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,3.2,2.1,1.85,3.15,2.05,2.0,3.1,2.0,2.05,3.1,2.1,2.0,3.2,2.1,11.0,W,L,L,W,W,D,W,L,L,W,0,0,0,0,0,0,0,0,0,-0.36363636363636365,0.5454545454545454,-0.45454545454545453,0.18181818181818182,4.0
109,H,1.0,0.0,6.0,7.0,3.0,4.0,9.0,17.0,3.0,3.0,0.0,5.0,0.0,0.0,3.5,3.75,7.0,3.75,4.0,7.25,3.1,3.7,5.7,3.2,3.25,8.0,3.6,3.8,7.5,11.0,W,L,D,W,L,W,L,L,L,L,0,0,0,1,0,0,0,0,0,0.18181818181818182,0.2727272727272727,-1.0,-0.18181818181818182,5.0
110,H,0.0,0.0,11.0,18.0,8.0,8.0,14.0,11.0,4.0,8.0,1.0,0.0,0.0,0.0,2.3,3.25,2.3,2.4,3.15,2.05,2.5,3.0,2.1,2.3,3.0,2.2,2.35,3.25,2.25,12.0,W,L,W,L,L,L,D,L,W,D,0,0,0,0,0,0,0,0,0,0.3333333333333333,-0.75,1.0,0.75,2.0
111,A,0.0,0.0,5.0,7.0,5.0,5.0,9.0,13.0,2.0,8.0,1.0,2.0,0.0,0.0,3.1,3.25,3.0,3.1,3.1,2.75,2.9,3.0,2.6,2.75,3.1,2.87,3.1,3.2,2.8,12.0,W,W,L,W,D,W,D,W,L,W,0,0,0,0,0,1,1,0,0,-0.16666666666666666,-0.5,-1.25,-0.8333333333333334,-2.0
112,H,0.0,0.0,10.0,8.0,6.0,4.0,15.0,9.0,8.0,9.0,2.0,0.0,0.0,0.0,1.83,3.25,3.0,1.75,3.1,2.75,1.8,3.0,2.7,1.7,3.1,2.75,1.8,3.25,2.8,12.0,W,L,L,L,W,W,L,L,D,L,0,0,0,0,0,0,0,0,0,0.75,-0.16666666666666666,0.9166666666666666,0.3333333333333333,1.0
113,H,1.0,3.0,12.0,7.0,8.0,4.0,21.0,14.0,9.0,2.0,2.0,1.0,0.0,0.0,2.5,3.3,4.5,2.3,3.2,4.0,2.5,3.1,4.0,2.5,3.2,4.33,2.35,3.25,5.0,12.0,W,W,W,L,D,D,L,W,L,L,0,0,0,0,0,0,0,0,0,-1.25,-0.16666666666666666,-0.4166666666666667,0.0,-3.0
114,H,1.0,2.0,10.0,19.0,5.0,10.0,19.0,12.0,5.0,5.0,3.0,1.0,0.0,0.0,3.25,5.5,1.22,2.85,6.0,1.15,3.0,4.3,1.27,3.1,5.5,1.16,3.0,6.0,1.2,12.0,W,W,L,D,D,W,W,W,W,W,0,0,0,0,0,1,0,0,0,-0.16666666666666666,1.8333333333333333,-0.5833333333333334,-0.25,2.0
115,H,0.0,1.0,11.0,11.0,7.0,3.0,13.0,18.0,2.0,6.0,0.0,4.0,0.0,0.0,3.5,3.1,2.8,3.4,3.1,2.55,3.2,3.0,2.8,3.1,2.9,2.75,3.4,3.2,2.8,12.0,W,D,W,D,L,W,L,W,W,W,0,0,0,0,0,1,0,0,0,-0.08333333333333333,0.0,0.25,-0.16666666666666666,-3.0
116,A,1.0,1.0,10.0,10.0,9.0,5.0,15.0,19.0,9.0,5.0,2.0,3.0,0.0,0.0,3.1,3.2,3.25,2.9,3.1,2.85,2.6,3.0,3.0,2.6,3.0,3.1,2.8,3.25,3.0,12.0,L,W,L,L,W,D,D,W,L,W,0,0,0,0,0,0,0,0,0,0.5,-0.16666666666666666,-0.4166666666666667,-0.5,8.0
117,H,2.0,0.0,19.0,11.0,10.0,8.0,12.0,14.0,5.0,4.0,1.0,1.0,0.0,0.0,1.22,3.25,2.3,1.15,3.1,2.4,1.27,3.0,2.5,1.16,3.1,2.3,1.2,3.25,2.35,12.0,W,W,D,W,W,L,W,D,W,W,0,1,0,0,0,0,0,0,0,1.8333333333333333,0.3333333333333333,1.0833333333333333,0.25,-13.0
118,H,2.0,0.0,15.0,5.0,11.0,5.0,7.0,9.0,7.0,2.0,1.0,1.0,0.0,0.0,1.4,3.2,3.1,1.4,3.1,3.1,1.4,3.0,2.9,1.36,3.1,2.75,1.4,3.2,3.1,12.0,W,W,W,L,W,D,L,D,W,L,0,0,0,0,0,0,0,0,0,0.0,-0.16666666666666666,1.0,0.5833333333333334,-11.0
119,D,2.0,2.0,13.0,6.0,5.0,4.0,17.0,19.0,2.0,2.0,1.0,5.0,0.0,0.0,1.83,5.5,13.0,1.85,6.0,15.0,1.85,4.3,8.5,1.83,5.5,12.0,1.8,6.0,13.0,12.0,W,L,L,W,W,L,W,W,L,W,0,0,0,0,0,0,0,0,0,0.08333333333333333,-0.16666666666666666,0.25,0.0,-7.0
120,A,0.0,0.0,1.0,6.0,1.0,2.0,13.0,16.0,6.0,3.0,1.0,2.0,0.0,0.0,13.0,3.25,3.2,12.0,3.1,3.1,9.0,3.0,3.1,12.0,2.87,3.0,13.0,3.2,3.0,13.0,L,L,L,L,L,L,L,W,D,L,0,0,0,0,0,0,0,0,0,-0.07692307692307693,-0.46153846153846156,-0.5384615384615384,-0.15384615384615385,8.0
121,H,0.0,0.0,10.0,11.0,6.0,6.0,12.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,4.33,3.2,2.75,4.45,3.1,2.9,3.8,3.0,2.7,4.33,2.9,2.5,4.35,3.25,2.65,13.0,L,L,L,W,L,W,W,D,L,L,0,0,0,0,0,0,0,0,0,-0.15384615384615385,-1.0769230769230769,-0.15384615384615385,-0.3076923076923077,13.0
122,A,2.0,3.0,11.0,13.0,5.0,8.0,16.0,17.0,2.0,2.0,3.0,3.0,0.0,0.0,4.5,3.3,1.8,4.25,3.2,1.8,3.7,3.1,1.9,4.0,3.0,1.83,4.35,3.4,1.8,13.0,L,W,W,W,W,D,W,W,W,L,0,1,0,0,0,0,0,0,0,-0.46153846153846156,0.07692307692307693,-0.07692307692307693,0.15384615384615385,16.0
123,H,0.0,2.0,17.0,9.0,9.0,5.0,16.0,10.0,3.0,4.0,1.0,1.0,0.0,0.0,2.75,3.2,2.5,2.9,3.1,2.45,2.7,3.0,2.4,2.5,3.1,2.4,2.8,3.25,2.5,13.0,L,W,W,L,L,W,D,D,W,L,0,0,0,0,0,0,0,0,0,-0.3076923076923077,0.46153846153846156,0.46153846153846156,0.0,-6.0
124,D,0.0,0.0,9.0,8.0,7.0,4.0,9.0,13.0,5.0,7.0,1.0,1.0,0.0,0.0,2.62,3.4,5.5,2.9,3.3,5.2,2.7,3.2,4.0,2.62,3.3,5.0,2.75,3.3,5.5,13.0,L,D,D,W,D,L,W,W,W,L,0,0,0,0,0,0,0,0,0,-0.07692307692307693,0.6153846153846154,0.15384615384615385,0.07692307692307693,-9.0
125,H,3.0,2.0,13.0,9.0,8.0,3.0,17.0,9.0,2.0,7.0,3.0,0.0,0.0,0.0,1.8,3.1,2.3,1.8,3.1,2.3,1.9,3.0,2.4,1.83,3.1,2.4,1.8,3.25,2.35,13.0,W,W,W,L,D,W,W,L,L,W,0,0,0,0,0,0,0,0,0,0.07692307692307693,-0.23076923076923078,0.6153846153846154,0.07692307692307693,-13.0
126,H,0.0,0.0,6.0,18.0,2.0,11.0,16.0,13.0,3.0,4.0,2.0,0.0,0.0,0.0,3.2,3.25,4.0,3.1,3.3,3.5,3.1,3.1,4.0,3.0,3.2,4.33,3.0,3.4,4.0,13.0,L,L,L,L,L,L,W,W,L,D,0,0,0,0,0,0,0,0,0,-0.46153846153846156,0.5384615384615384,-0.5384615384615384,-0.07692307692307693,-1.0
127,A,1.0,0.0,4.0,8.0,2.0,6.0,16.0,13.0,2.0,4.0,3.0,2.0,0.0,0.0,2.75,3.1,2.5,2.7,3.1,2.5,2.6,3.0,2.5,2.6,2.9,2.5,2.65,3.25,2.4,13.0,L,W,W,W,L,W,W,W,W,L,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.07692307692307693,-0.3076923076923077,-0.23076923076923078,3.0
128,A,0.0,0.0,7.0,21.0,4.0,11.0,11.0,14.0,5.0,9.0,1.0,4.0,0.0,0.0,2.3,3.2,2.2,2.4,3.1,2.35,2.4,3.0,2.3,2.2,3.0,2.15,2.4,3.25,2.25,13.0,L,L,W,W,L,D,D,W,D,W,0,0,0,0,0,0,0,0,0,-0.07692307692307693,1.7692307692307692,-1.8461538461538463,-0.38461538461538464,15.0
129,A,0.0,0.0,1.0,9.0,1.0,3.0,13.0,18.0,6.0,2.0,1.0,2.0,0.0,0.0,13.0,3.4,6.0,12.0,3.5,5.25,9.0,3.5,4.8,12.0,3.5,5.5,13.0,3.5,6.0,13.0,L,L,L,L,L,L,L,L,D,L,0,0,0,0,0,0,0,1,1,-0.07692307692307693,-0.7692307692307693,-0.3076923076923077,0.07692307692307693,6.0
130,A,0.0,1.0,11.0,15.0,3.0,8.0,14.0,16.0,6.0,9.0,0.0,3.0,0.0,0.0,2.75,3.4,1.66,2.35,3.3,1.65,2.4,3.2,1.75,2.5,3.3,1.61,2.6,3.3,1.65,14.0,L,D,L,L,W,D,W,D,W,W,0,1,0,0,0,0,0,0,0,-0.5,-0.07142857142857142,0.07142857142857142,0.21428571428571427,9.0
131,H,0.0,0.0,14.0,3.0,9.0,2.0,19.0,13.0,12.0,5.0,1.0,1.0,0.0,0.0,2.5,4.5,9.5,2.4,5.0,10.0,2.5,4.0,7.0,2.62,4.0,8.0,2.6,5.0,8.5,14.0,W,L,L,W,W,W,W,W,D,L,0,0,0,0,0,0,0,0,0,-0.9285714285714286,0.14285714285714285,-0.14285714285714285,0.07142857142857142,-10.0
132,H,1.0,0.0,9.0,5.0,6.0,3.0,16.0,18.0,4.0,6.0,1.0,7.0,0.0,0.0,4.0,3.25,2.87,4.9,3.1,2.85,3.6,3.0,2.7,4.0,3.1,2.6,4.35,3.2,2.7,14.0,L,L,W,W,L,W,W,W,D,L,0,0,0,0,0,0,0,0,0,0.5,-0.2857142857142857,-0.7857142857142857,-0.14285714285714285,7.0
133,D,0.0,1.0,20.0,11.0,11.0,8.0,9.0,11.0,9.0,4.0,0.0,0.0,0.0,0.0,1.9,3.2,2.5,1.7,3.1,2.3,1.85,3.0,2.3,1.83,2.9,2.62,1.8,3.25,2.5,14.0,W,W,L,L,W,L,L,L,D,W,0,0,0,0,0,0,0,0,0,-0.35714285714285715,-0.07142857142857142,0.5,0.07142857142857142,-10.0
134,A,1.0,0.0,10.0,16.0,3.0,10.0,15.0,7.0,4.0,5.0,2.0,3.0,0.0,0.0,5.0,3.3,1.72,4.3,3.2,1.8,4.3,3.2,1.75,4.5,3.3,1.66,5.0,3.5,1.65,14.0,L,W,D,W,W,W,L,L,W,D,0,0,0,0,0,0,0,0,0,0.6428571428571429,0.14285714285714285,-0.5714285714285714,-0.21428571428571427,15.0
135,A,0.0,2.0,8.0,15.0,6.0,11.0,10.0,10.0,6.0,3.0,2.0,2.0,0.0,1.0,2.5,3.75,1.5,2.4,3.6,1.5,2.5,3.7,1.5,2.62,3.6,1.44,2.5,3.6,1.5,14.0,L,W,L,W,L,W,L,W,L,W,1,0,0,1,1,1,1,0,0,0.0,0.14285714285714285,-1.6428571428571428,-1.0714285714285714,13.0
136,A,0.0,0.0,5.0,14.0,4.0,9.0,15.0,19.0,4.0,12.0,4.0,1.0,0.0,0.0,4.0,3.2,2.5,4.0,3.1,2.4,3.2,3.0,2.5,3.75,3.1,2.62,3.75,3.2,2.6,14.0,D,W,W,L,L,W,W,W,L,D,0,0,0,0,0,0,0,0,0,-0.14285714285714285,-0.9285714285714286,0.14285714285714285,-0.21428571428571427,11.0
137,H,0.0,2.0,5.0,13.0,3.0,10.0,18.0,9.0,6.0,9.0,7.0,1.0,0.0,0.0,2.87,4.33,1.36,2.85,4.8,1.3,2.7,4.2,1.3,2.6,4.5,1.28,2.7,4.5,1.33,14.0,L,W,W,W,W,W,W,D,L,W,0,0,0,0,0,0,0,0,0,-0.2857142857142857,0.21428571428571427,0.0,-0.2857142857142857,4.0
138,H,0.0,0.0,12.0,20.0,4.0,11.0,12.0,9.0,3.0,9.0,2.0,0.0,0.0,0.0,1.33,3.25,1.9,1.25,3.25,1.7,1.35,3.1,1.85,1.33,3.0,1.83,1.3,3.4,1.8,14.0,W,W,L,L,W,W,D,L,W,D,0,0,0,0,0,0,0,0,0,1.6428571428571428,-0.35714285714285715,1.2857142857142858,0.21428571428571427,-6.0
139,H,2.0,0.0,15.0,11.0,11.0,3.0,10.0,14.0,3.0,6.0,2.0,0.0,1.0,0.0,1.5,3.2,2.75,1.5,3.1,2.35,1.5,3.0,2.4,1.44,3.1,2.5,1.5,3.2,2.6,14.0,W,L,W,L,W,W,W,W,W,W,0,1,1,0,0,1,0,0,0,0.14285714285714285,-0.5,0.21428571428571427,0.42857142857142855,-13.0
140,H,1.0,0.0,19.0,6.0,12.0,2.0,9.0,22.0,11.0,2.0,0.0,5.0,0.0,0.0,1.2,4.33,9.0,1.2,4.0,9.0,1.27,3.9,6.7,1.22,4.2,9.0,1.2,4.5,9.0,15.0,W,L,W,L,W,L,W,W,L,L,0,0,0,0,0,0,0,0,0,0.13333333333333333,-0.26666666666666666,1.4,0.6,-13.0
